ID;Puntuacion;Porcentaje;Direccion;Guion;Argumento;Genero;Duracion;Titulo
tt0446792;7.7;77.0;Abbi Lake O'Neill;"[""Abbi Lake O'Neill""]";Kate McCarthy, a former teen sitcom star who trashed her life through drug abuse, is forced to live, fresh out of rehab, on the one remaining piece of property, her business manager, Charlie has kept out of foreclosure - a run-down apartment building in east L.A. With her one remaining trendy friend, Claire, who's still an addict and trapped in a loveless marriage, th... Leer todo;['Comedia', 'Drama', 'Romance'];;Surviving in L.A.
tt0849437;;;Hector Echavarria;"['Brad Bode', ""Fuad C'Amanero"", 'Hector Echavarria']";1967 China, A young boy (Dax) is left to survive on his own in the middle of no were, after his missionary parents were murdered by rebels. He is found and Raised by a Shawling Temple Monk and becomes skilled in Martial arts. 25 Years later, in Los Angeles he meets a long time friend, that now works for the FBI, who asks for his help in solving a case revolving the tr... Leer todo;['Acción', 'Drama', 'Deporte'];;Duel of Legends
tt0920462;4.7;47.0;William Olsson;['Catherine Hanrahan'];Margaret, una respetada profesora de inglés de día, se sumerge en el reluciente laberinto de Tokio por la noche. Con rumbo incierto, busca la amistad en sus compañeros expatriados hasta que conoce a un miembro de la Yakuza Kazu.;['Drama', 'Suspense'];97.0;Lost Girls and Love Hotels
tt10005120;;;Sayoko Akutsu;['Sayoko Akutsu'];Since 360 years ago, back in Edo era in Japan, OFUKU has been searching for her mother. Strong faith in her mother's words made OFUKU live over her life-span as a human being.After parting with her mother, OFUKU, with love and sorrow, had been a wanderer.;['Drama', 'Familiar'];15.0;OFUKU: Separation
tt10004368;7.0;70.0;Piotr Domalewski;['Piotr Domalewski'];Olka debe viajar a Irlanda para traer el cuerpo de su padre de regreso a Polonia después de que murió trabajando en un sitio de construcción.;['Comedia', 'Drama'];98.0;I never cry (Yo nunca lloro)
tt10006160;4.8;48.0;Janis Rafailidou;['Janis Rafailidou'];In a big city somewhere in the south of Europe, a couple takes care of dead animals and abandoned roadkill as an act to give meaning to their life. Kala azar is a meditation on the paradox of life-circles among beings of different species.;['Drama', 'Fantasía'];91.0;Kala azar
tt10006262;;;Lina Jalala;['Lina Jalala'];After being sexually assaulted by her boyfriend's best friend, a college student is terrified that this can be turned against her if she speaks up. She has no proof and he studies law.;['Drama'];10.0;Hear a No
tt10003588;;;Jess Taylor;['Christianna Mershon', 'Jess Taylor'];Two girls take justice into their own hands after friends and counselors brush aside their accusations of sexual assault.;['Drama'];12.0;Satisfaction
tt10003008;5.7;57.0;Dave Franco;['Dave Franco', 'Joe Swanberg', 'Mike Demski'];Dos parejas alquilan una casa de vacaciones para lo que debería haber sido una escapada llena de celebraciones.;['Drama', 'Terror', 'Misterio'];88.0;Vigilados
tt10005772;8.0;80.0;Michael Shumway;['Lex Hogan'];A farmer wakes up one morning to an unexpected apocalypse. As the last man alive, he decides to throw caution to the wind and start living his very best life.;['Comedia', 'Drama'];;The Last Queen on Earth
tt10008112;;;Rafael P. Basáñez;['Rafael P. Basáñez'];Convinced by her best-friends a newly-engaged young woman is about to have her life turned upside down after having her hand read by a chirologist.;['Drama', 'Suspense'];11.0;They Never Lie
tt10010434;;;Madeline Wahl;['Madeline Wahl'];For one young woman with a shameful secret, the burgeoning feminist movement of the 1970s is a catapult into a brave new world where vindication is possible.;['Drama'];10.0;For the Best
tt10010422;;;Daniel Drummond;['Daniel Drummond'];When a junkyard worker comes across a dead dog in her family's property, a burning sense of obligation compels her to give it a proper burial.;['Drama'];16.0;Salvage
tt10019108;5.8;58.0;Bernard Stora;['Pascale Robert Diard', 'Bernard Stora'];El famoso abogado Luc Germon agrega a sus clientes a Gilles Fontaine, uno de los jefes más poderosos de Francia. Se sospecha que ha adquirido una magnífica propiedad, Villa Caprice, en condiciones cuestionables.;['Drama'];103.0;El caso Villa Caprice
tt10016332;;;Aaron Cabrero Jr.;['Aaron Cabrero Jr.'];A detective is sucked into a mystery a woman ventures beyond dreams and reality.;['Drama'];15.0;Anxietus
tt10022990;5.4;54.0;Rathina Shiva;['Rathina Shiva'];A guy from a small-town takes on a ruthless criminal lawyer for his friend and sister(s).;['Acción', 'Drama'];123.0;Seeru
tt10023074;;;Corentin Rousseaux;['Nathaniel Grabli', 'Kally Remond'];;['Drama', 'Romance'];19.0;Drop
tt10023172;5.4;54.0;Danielle Arbid;['Danielle Arbid', 'Annie Ernaux'];Una madre cae en una adictiva relación con un diplomático ruso con el que no tiene nada en común.;['Drama', 'Romance'];99.0;Passion simple
tt10022726;5.9;59.0;Kayode Kasum;['Adaora Udeh'];....is a narrative that takes place over the life span of a married couple, their adorable love story starting from how they meet as youths, become friends, their courtship, their marriage and the difficulties they encounter.. they can't imagine their lives without each other until the hiccups and road bumps life throws at them. they struggle to get through the rough ... Leer todo;['Drama', 'Romance'];86.0;Sweet Face
tt10023022;5.6;56.0;Paul Solet;['Paul Solet', 'Adrien Brody'];Atormentado por su pasado, un hombre llamado Clean intenta una vida tranquila de redención. Pero pronto se ve obligado a reconciliarse con la violencia de su pasado.;['Acción', 'Crimen', 'Drama'];94.0;Clean
tt10023024;4.7;47.0;Imtiaz Ali;['Imtiaz Ali', 'Wajid Shaikh'];Dos individuos en un viaje de amor, pérdida y vida a través de las fases de la reencarnación.;['Drama', 'Romance'];142.0;Love Aaj Kal 2
tt10027720;4.9;49.0;Kristin Peterson Kaszubowski;['Kristin Peterson Kaszubowski', 'Martin Kaszubowski'];Ada, una joven reservada apasionada por la entomología, viaja al norte para conocer a la familia de su novia, pero lucha por encontrar puntos en común.;['Comedia', 'Drama', 'Romance'];80.0;Ringolevio
tt10028420;;;Phillip Youmans;['Phillip Youmans'];Upon immigrating to New York, a West-African mother finds comfort in the dresses her daughter makes for her.;['Drama'];15.0;Nairobi
tt10032266;6.7;67.0;Ruthy Pribar;['Ruthy Pribar'];La maternidad de Asia siempre ha sido una lucha constante más que un instinto obvio.;['Drama'];85.0;Asia
tt10032670;;;KT Walker;['Jalisa Brown'];;['Drama', 'Ciencia ficción'];;The Color of Midnight
tt10032352;;;Jenna Harder;['Jenna Harder'];A darkly comedic look at a day in the life of a struggling actor and the unique ways she deals with the pressures of the industry.;['Comedia', 'Drama'];;Whenever You're Ready
tt10031320;;;Prithwish Barman;['Prithwish Barman'];A guy is stuck in a traffic jam in a cab. He is getting late for an event where his sole motive is to meet and have a conversation with this one girl who he has been dying to meet. The companion to his misery is the cab driver who wants to get back home to celebrate his anniversary. Two strangers, craving for love, gets to know the other a bit more while stuck in traf... Leer todo;['Drama'];11.0;Aur Kitna Time Lagega
tt10031730;;;Gabriel Athanasiou;['Ioanna Kaltsidou'];In a small Greek village a frustrated woman in her 40s, Anna, can not handle her husbands' cheating anymore and decides to take revenge.;['Crimen', 'Drama'];;Before the Rooster Crows
tt10037824;9.3;93.0;Keir Siewert;['Keir Siewert'];Based on real accounts, a model takes matters into her own hands to expose a serial predator in the photography world.;['Drama'];;Portrait
tt10039338;5.6;56.0;Karlton Parris;['Karlton Parris'];A gritty Northern LGBTQ comedy drama. Blackpool 1953. Two young gay Yorkshire miners, Eddy and Tommy, on their annual holiday there, meet transvestite James Elbridge who is summoning up the courage to do the fabled walk from pier to pier.;['Comedia', 'Drama', 'Romance'];105.0;Once a Year on Blackpool Sands
tt10039526;;;Ben Wicks;['Adele James'];A short film that follows Rachel, a young woman on a night out with her best friends and her crush, that changes her life irreversibly.;['Drama'];6.0;Post-You, Me
tt10038088;;;Carlie McCann;['Carlie McCann'];Faced with the challenge of foreclosure of her home, a painter Sylvia is confronted with staying or leaving it all behind.;['Drama'];15.0;Sylvia
tt10038014;;;Joe Laporte;['Matthew Dennis Lewis'];Sins Unveiled documents the primal fear that small towns and small minds often resort to hate and violence when confronted with the unknown.;['Drama', 'Suspense'];;Sins Unveiled
tt10037766;;;Ryan Phoenix;['Ryan Phoenix'];Two German soldier brothers, part of the Nazi machine with two very different hearts. This short black and white film noir is not intended to be a political piece but a story about humanity.;['Drama'];5.0;Ein Man Stande
tt10042590;5.9;59.0;Carlos Sedes;['Ramón Campos', 'Javier Chacártegui', 'Salvador S. Molina'];En 1998, Isabel es una estudiante de periodismo en prácticas en Galicia que encuentra un obituario anónimo dedicado a Lucía, una historia de amor, amistad y traición que nos remonta a 1958.;['Drama', 'Romance'];119.0;El verano que vivimos
tt10043458;7.2;72.0;Alfonso Quijada;['Alfonso Quijada'];Set in the coffee fields of Latin America, the movie unfolds through the eyes of Josefina Moreno, an 18 year-old coffee picker, with a rare and amazing sense of smell.;['Drama'];93.0;El Suspiro del Silencio
tt10039584;6.7;67.0;Hugo Pinto;['Andreia Azevedo Moreira'];;['Drama'];19.0;A Escritora
tt10041978;8.1;81.0;Sydney Taivavashe;['Sydney Taivavashe'];How do you survive in an isolated village with a small human population and an even larger wildlife one? For Zulu, a rural, cultured man, it is a constant battle for survival. He lives a fantasy of an acclaimed musician. In reality, he is a broken-hearted drunk. He must figure out why he is ill-fated, how to take care of his ailing mother, and how to realize his dream... Leer todo;['Drama'];100.0;Gonarezhou: The Movie
tt10039524;5.3;53.0;Zeina Durra;['Zeina Durra'];Cuando la trabajadora humanitaria británica Hana regresa a la antigua ciudad de Luxor, se encuentra con su ex amante Sultan. Ella lucha por reconciliar las elecciones del pasado con la incertidumbre del presente.;['Drama', 'Romance'];85.0;Luxor
tt10042622;4.5;45.0;Troy Ruptash;['Troy Ruptash'];A Ukrainian farmer living in Alberta loses his wife in a tragic accident. Guilt and grief send him into an emotional spiral where mysterious and inexplicable events force him to relive traumatic incidents from his childhood in Ukraine.;['Drama'];88.0;They Who Surround Us
tt10047998;;;Alejandro Marcos;['Alejandro Marcos'];A billionaire fashion business-woman that finds a hard worker wannabe living under her bed. The theme is a metaphor about the income inequality (1% of the population holds 60% of the wealth).;['Drama'];25.0;The Aboves and the Belows
tt10056224;5.2;52.0;Moritz Bleibtreu;['Moritz Bleibtreu'];Hagen desarrolla pesadillas inquietantes y pronto ya no puede distinguir entre sueño y realidad.;['Crimen', 'Drama', 'Suspense'];96.0;Cortex
tt10055892;;;Nat Wolff;['Nat Wolff'];A young girl who recently lost her father bonds with one of her older sibling's friends at a high school house party. When she experiences her first heartbreak, she takes matters into her own hands.;['Drama'];;Youngest
tt10054604;3.5;35.0;Robert L. Parker III;['Crystal Harris', 'Robert L. Parker III'];Four single women reunite together after not seeing each other in so many years. When they meet they discover that they haven't changed much. While together they have wild parties, drinking, dancing and other fun activities. Starring Kaymecia Garvins, Marie Richards, Robin Lee Nina Holley, Ronrico Albright and Tony Terry.;['Comedia', 'Drama'];111.0;Girlfriend's reunited
tt10058872;;;Andrew Ball-Shaw;['Andrew Ball-Shaw'];With a mostly memories-based existence, of a person finding health deterioration difficulties. Whilst knowing the colour purple does not exist in the spectrum. These similarities combined provides an interpretation of living with dementia.;['Drama'];;Lavender
tt10058890;6.6;66.0;António Borges Correia;['António Borges Correia'];Hugo, a teenager, imagines a movie about his loneliness.;['Documental', 'Drama', 'Familiar'];91.0;Lonesome Boy
tt10061280;;;Dave Rodkey;['Dave Rodkey'];Two siblings discover that their father is marrying their best friend at a disastrous Easter dinner.;['Drama'];15.0;The Place of the Skull
tt10062614;5.4;54.0;Ruchi Narain;['Atika Chohan', 'Kanika Dhillon', 'Ruchi Narain'];When a college heartthrob is accused of rape by a less popular student, his girlfriend navigates various versions of the story in search of the truth.;['Drama', 'Suspense'];119.0;Guilty
tt10058946;6.3;63.0;Mohammad Hormozi;['Mohammad Hormozi'];Music is the language of the human soul.;['Drama', 'Música'];16.0;Inner Self
tt10059532;;;Luisa Novo;['Luisa Novo'];Camila's world seems perfect on the outside, but appearances can be deceiving. A book is her only escape, but it can be dangerous to keep a secret.;['Drama'];16.0;O Mundo Aqui Dentro
tt10059822;;;Katherine Harold;['Katherine Harold'];Short film speaking on marital issues in the 1950's as the wife seeks more independence and recognition within the relationship. Story loosely inspired by Henrik Ibsen's play 'A Doll's House'.;['Drama'];7.0;La Lettre
tt10065226;;;Ross Syner;['Dan Francois-Smith', 'Ben Keen', 'Ross Syner'];Incredible and untold WW2 true story! Jean Francois, carries out a death-defying escape from one of Nazi Germanys infamous prisoner of war camps.;['Drama', 'Bélico'];14.0;Francois
tt10065694;5.8;58.0;Gerard Bush;['Gerard Bush', 'Christopher Renz'];La autora de éxito Veronica Henley se ve atrapada en una terrible realidad y tiene que destapar un misterio que desafía toda comprensión antes de que sea demasiado tarde.;['Drama', 'Terror', 'Misterio'];105.0;Antebellum
tt10065208;;;Erik M.G. Fox;['Erik M.G. Fox'];A hitman does one last job to get home before he deteriorates completely.;['Crimen', 'Drama'];12.0;32 Goldfish
tt10066262;7.5;75.0;Eduardo Wannmacher;['Leo Garcia'];Three completely different women have one thing in common: they loved and were connected to the same man. From the point of view of these women, through an intricate structure moving back and forth in time, Raul enters the story.;['Drama'];98.0;Depois de Ser Cinza
tt10068916;8.0;80.0;Masayuki Kojima;['Akihito Tsukushi', 'Hideyuki Kurata'];La aventura épica de los valientes Riko y Reg, a quienes se une su nuevo amigo Nanachi.;['Animación', 'Aventura', 'Drama'];113.0;Made in Abyss: El amanecer del alma profunda
tt10069486;;;Panji Kaonga;['Stephen Maddox'];When life couldn't get any worse, Jack finds he is flying from Glasgow and not Gatwick. Attempting to catch a last minute train from London he is confronted with where he is at in life by passengers he doesn't want to be sat with.;['Drama'];11.0;Journey
tt10069650;4.2;42.0;Katie Boland;['Katie Boland'];Identical twin performers are forced to reckon with their fame when a sex tape threatens to tear them apart.;['Drama'];9.0;Twins
tt10073626;;;Dave Bean;['Kenneth T. Griggs', 'Robert Dominick Jones'];A father and son, both military veterans, blame each other for the death of another family member who was killed in battle.;['Drama'];18.0;Footsteps
tt10073452;7.0;70.0;Nándor Lörincz;['Nándor Lörincz', 'Bálint Nagy'];Based on true events, 'As far as i know' tells the story of a couple and their challenges after a rape, from the husband's perspective.;['Drama'];123.0;Legjobb tudomásom szerint
tt10073872;;;Marlon Morales;['Marlon Morales'];;['Comedia', 'Drama'];5.0;Días Negros
tt10075442;6.8;68.0;Thatchaphong Suphasri;['Apichet Kamphu', 'Kiat Songsanant'];In a love triangle that miraculously mirrors her mother's romance years ago, a young woman lets her heart lead.;['Drama', 'Romance'];123.0;Classic Again
tt10074848;;;Jennifer Berry;['Jennifer Berry'];During a time of urgent climate crisis, a poor Native American nurse and a wealthy trophy wife meet for an exchange of supplies. A fragile friendship forms when they realize they have more in common than differences.;['Drama'];;The Exchange
tt10078686;;;Justin James Remeikis;['William C Cole'];LOVE LONELY A story based on the novels by William C. Cole 'LOVE LONELY' and 'WHO LIES BESIDE ME'. Billionaires, Unconditional Love, Desire, Temptation, Horseracing, Deceit. Influenced by so many forces pulling them apart David Watson, and his beautiful, influential wife Sandy, realize the life they once imagined was not to be. A tale of struggle to piece it back toge... Leer todo;['Drama'];;Love Lonely
tt10080092;4.7;47.0;Xu Zhanxiong;['Xu Zhanxiong'];In the 1990s, the two girls and a boy who first entered the society tested the incredible destiny they experienced in the pursuit of a new life. In the flourishing 1990s, they rose up with the dream and they survived.;['Drama', 'Romance'];112.0;Qiao mai feng zhang
tt10081762;6.1;61.0;Joachim Hedén;['Joachim Hedén'];Unas vacaciones invernales de buceo en Noruega se convierten en una desesperada carrera contrarreloj para dos hermanas cuando una de ellas acaba atrapada en el fondo del océano.;['Aventura', 'Drama', 'Terror'];82.0;Atrapada en las profundidades
tt10081788;5.4;54.0;Paul Manate;['Cécile Ducrocq', 'Paul Manate'];While Teivi is just a ambitious young man from the Tahitian golden youth, his distant cousin Yasmina is a full-blooded Maori owner of a mysterious gift that isolated her from the world. Their paths will clash.;['Drama'];89.0;L'oiseau de paradis
tt10082520;;;Achyut Prashast Singh;['Achyut Prashast Singh'];A young man starts to prank his masked archenemy with a fake sniper gun and runs into trouble when a man believing him to be an actual sniper assigns him a job.;['Acción', 'Drama', 'Suspense'];45.0;Range of Sniper
tt10086654;7.5;75.0;Luther Clayton;['Luther Clayton', 'Orion Eshel'];"Two young boys with a brotherly bond are discovering the beauty hidden in their world; in nature, music and language. But soon must battle to retain it when it is threatened by one uncontrollable act of violence.";['Drama'];15.0;Man of the Harvest
tt10092172;;;Malte Wirtz;['Malte Wirtz'];By accident Bastian meets Isabell in the elevator, he writes secretly his telephone number on one of her cigarettes. In the morning she smokes the cigarette and accidentally destroys the chance to contact him again. She goes to a radio station of which she knows he is listening to, but in the very second she talks on the radio to him he gets a phone call and doesn't h... Leer todo;['Comedia', 'Drama'];11.0;Nur ein Augenblick
tt10089810;8.0;80.0;Christopher Jason Bell;['Christopher Jason Bell'];Two men design and build a detention center.;['Drama'];9.0;Boundaries
tt10092464;;;Tejas Dhhanraj;['Tejas Dhhanraj'];;['Drama'];;Adbhoot - ek dhandal saira vaira
tt10092752;5.2;52.0;Julien Leclercq;['Julien Leclercq', 'Jérémie Guez', 'Matthieu Serveau'];Saïd es dueño de un aserradero en las profundidades del bosque, que decide vender. Poco sabe que uno de sus aprendices fue acorralado por su hermano y obligado a esconder una gran cantidad de cocaína dentro de la fábrica.;['Acción', 'Crimen', 'Drama'];80.0;La tierra y la sangre
tt10093672;;;Andy Siravanta;['Alex May'];Natalie is an on and off recovering heroin addict. As she struggles through withdrawals in a secluded motel, hoping it will stick this time, she is plunged through memories of the relationship she let fail months ago.;['Drama'];12.0;Recover
tt10095308;6.2;62.0;Kelly Oxford;['Kelly Oxford'];Una joven lucha con un trastorno de ansiedad después de abandonar la escuela.;['Comedia', 'Drama'];94.0;Pink Skies Ahead
tt10097346;6.5;65.0;Dalei Zhang;['Rui Xiao', 'Dalei Zhang'];Released from prison on New Year's Eve, Ma Biao returns to a freezing border town between China and Russia. He searches for former lover Karinna, but unwittingly gets dragged again into a gangland conflict from years ago.;['Drama'];146.0;Lan Se Lie Che
tt10097312;5.6;56.0;Jun Geng;['Jun Geng', 'Bing Liu'];Un hombre intenta vender su perro mascota debido al nacimiento de su hijo.;['Comedia', 'Drama'];118.0;Manchurian Tiger
tt10097386;;;Zhanna Issabayeva;;"Azat, is a 19-year-old villager who comes to a big city of Almaty to work in the construction team of his elder brother. In the city there will be the ""crossroad of fate"" which determines how things will unfold in Azat's life.";['Drama'];;Sudba
tt10097484;5.1;51.0;Henri Wong;['Wenwen Fan', 'A. Lee Martinez', 'Yahe Wang'];Ji Mo is regarded as an outlier because she can see monsters. One day, she sees a monster in the supermarket and meets a monster hunter, Meng. She discovers that there really are monsters in the world, and she is involved in a new storm.;['Acción', 'Drama', 'Fantasía'];104.0;Guai wu xian sheng
tt10097470;8.6;86.0;Feng Mei;['Feng Mei'];Love Song 1980 tells a story of love and hatred between several young men and women in the 1980s. It covers family relationships, friendship, love and three-dimensional characters with touching stories.;['Drama'];127.0;Lian Qu 1980
tt10098068;;;Paddy Hay;['Paddy Hay'];Overwhelmed by society, a young man drifts from the bustle of the city streets to an urban bushland, where he encounters a fellow outlier.;['Drama', 'Misterio'];16.0;Cuckoo Roller
tt10098442;6.0;60.0;Charlotte Dauphin;['Charlotte Dauphin'];An intimate portrait of a woman's mental confrontation and drifting between dream and reality after experiencing loss.;['Drama'];77.0;L'autre
tt10098042;5.6;56.0;Natalie Spence;['Natalie Spence'];A soldier is haunted by ghosts of the past as he wrestles with those of the present.;['Drama', 'Bélico'];76.0;Sunray
tt10100196;7.1;71.0;Bryan Wizemann;['Bryan Wizemann'];Cassandra se enamora de Nathan, un DJ local. A medida que su control coercitivo aumenta y sus exigencias se vuelven más oscuras, ella debe decidir cuánto vale su propia libertad.;['Drama'];;You Mean Everything to Me
tt10098776;9.0;90.0;Richard Hunter;['Richard Hunter'];Set on the coastal town of Dungeness, skeletons tells the story of Rose, an aging sex line worker, who attempts to escapes a loveless marriage after she falls head over heels for a rotting corpse.;['Comedia'];20.0;Skeletons
tt10101806;6.3;63.0;Ramon Térmens;['Daniel Faraldo', 'Ramon Térmens'];La vida de un abogado de inmigración cambia radicalmente cuando su nuevo cliente aparece muerto en circunstancias sospechosas dentro de un CIE.;['Drama'];119.0;La mujer ilegal
tt10103028;4.8;48.0;Michael Nell;['Michael Nell'];"Un policía responde a una llamada de rehén y mata al sospechoso, solo para descubrir que puede haber sido una trampa; al enfrentarse a un juicio, debe encontrar a la persona responsable mientras examina su propia responsabilidad.";['Crimen', 'Drama', 'Suspense'];83.0;Blindfire
tt10102402;6.4;64.0;Marian Crisan;['Gabriel Andronache', 'Marian Crisan'];A high-profile politician running for the EU Parliament meets a tractor driver, teaming up during the election campaign in a small Romanian town.;['Comedia', 'Drama'];93.0;Berliner
tt10102746;;;Luben Kanev;['Luben Kanev'];;['Drama'];58.0;The Forgotten
tt10105488;;;Aneel Ahmad;['Aneel Ahmad'];6 interwoven international stories about dependency, be that love, drugs, work, companionship.;['Drama'];13.0;Dependence
