ID;Puntuacion;Porcentaje;Direccion;Guion;Argumento;Genero;Duracion;Titulo
tt10110614;6.8;68.0;Christos Nikou;['Christos Nikou', 'Stavros Raptis'];En medio de una pandemia que causa amnesia repentina, Aris, se encuentra inscrito en un programa de recuperación, diseñado para ayudar a los pacientes no reclamados a construir nuevas identidades.;['Drama'];91.0;Apples
tt10106540;;;Tiffany Joy Taylor;['James Michael Douglas', 'Mary Lockwood'];An amateur boxer must overcome her family's discouragement to seek a career in pro boxing.;['Drama'];;Jericho
tt10106082;7.3;73.0;Eduardo M. Clorio;['Paco Arriagada', 'Karla Coronado', 'Idalia Damián Azcoitia'];10 fantásticas y oscuras conversaciones nos cuentan la historia de una familia mexicana a través de las relaciones y conflictos de dos hermanos.;['Comedia', 'Drama', 'Misterio'];97.0;Conversaciones
tt10107260;;;Gareth James;['Gareth James'];A young woman in 17th century Scotland is accused of witchcraft, after demonstrating a propensity for natural remedies and independent, strong-willed behaviour.;['Drama', 'Historia'];18.0;The Burning of Mary
tt10107222;6.5;65.0;Leonie Krippendorff;['Leonie Krippendorff'];Berlín-Kreuzberg es el microcosmos de Nora. Nora, la observadora silenciosa, que nos acompaña en fiestas, en la escuela, en la piscina, en los tejados y en los apartamentos, presenciando eventos que se desvanecen en la luz del verano.;['Drama', 'Romance'];99.0;El despertar de Nora
tt10109698;7.5;75.0;Jason Allen;['Jason Allen'];This 1970's crime drama focuses on Danny Landowski. A husband and a father to some, he is really a selfish, pool hustling criminal on the streets of Detroit who never got out of the game. With the help of his partner, Chris, he may have just found his way out - with one last job.;['Crimen', 'Drama'];;Road Runner
tt10112032;;;Kjetil Engh Aasen;['Kjetil Engh Aasen'];The life of a mother and son is turned upside down, when the man they thought they knew is suspected for unspeakable crimes against children.;['Drama'];;Askedager
tt10111546;;;Sreemoyee Bhattacharya;['Taranjit Kaur'];This film captures a woman's journey, as she explores her sexuality and her relationships, good and broken. A film that talks about not looking for love outside, but within.;['Drama'];;Love Sex Soprano
tt10115320;;;Lidiya Korotko;['Sydney Sainté'];Amidst the Coney Island backdrop of fireworks on July 4th, 1949, Della, a battered, young black woman leaves her husband in pursuit of a brighter future. Her courageous journey leads her to find an unlikely ally named Mishka, on the white side of town. Though their paths cross in the darkest of times, through truth, they find a way to unearth the light in each other.;['Drama'];;Bombs Bursting in Air
tt10117768;6.7;67.0;Stéphanie Chuat;['Stéphanie Chuat', 'Véronique Reymond'];Lisa has bid goodbye to her ambitions as a playwright and the Berlin arts scene and now lives in Switzerland with her husband, who runs an international school. When her twin brother falls ill, she returns to Berlin.;['Drama'];99.0;Schwesterlein
tt10116384;4.9;49.0;Mike Manning;['Mike Manning', 'Tom Anderson'];When Darren agrees to give Irene a ride to a birthday party, we journey into the depths of his fragile ego as it becomes clear that the evening will fall short of his deluded expectations.;['Drama'];;Toxic
tt10116558;;;Abhishek Samariya;['Abhishek Samariya'];A surreal dark comedy, set at a funeral, narrated by a cat.;['Comedia', 'Drama'];11.0;John Mortonson's Funeral
tt10120260;;;Henry Czerwonka;['Henry Czerwonka'];A woman plagued by her past gets a chance to revisit her earliest memories.;['Drama', 'Ciencia ficción'];26.0;Analog Rainbow
tt10121110;6.7;67.0;Júlio Alves;['Júlio Alves', 'Mário de Carvalho'];Can a turtle, the most pacific animal on earth, start a range of significant events that are going to forever change a couple's life? After dividing all their assets, Arnaldo e Barbara still have one decision to make before they formalize their separation: what to do with the turtle? Amongst hesitation and failed solutions, unintended burglaries, police stations, plas... Leer todo;['Drama'];91.0;A Arte de Morrer Longe
tt10123970;5.2;52.0;Swaylee Loughnane;['Alan Colegrave', 'Paul Gardner'];A couple mutually decide to give their baby up for adoption to go back to living their separate lives.;['Drama'];127.0;Mother's Child
tt10125954;;;Brian Knight;['Brian Knight'];;['Crimen', 'Drama'];;The Peace of Wild Things
tt10123128;7.2;72.0;Steven Chatterton;['Steven Chatterton', 'Mark Arrigo'];'Adnan' is the story of an imaginative ten year old Syrian refugee boy who has had to flee his home country with his mother after the rest of their family were killed and their neighbourhood destroyed. Now settled in the UK, he must use all his creativity to break through his mother's PTSD or risk losing her forever.;['Drama'];15.0;Adnan
tt10122618;6.6;66.0;Fakhrul Arefeen Khan;['Fakhrul Arefeen Khan', 'Suvojit Roy'];How friendship is meaningful in our life? Does it has any barrier by thought? Age, Color, race or religion? Let's make friendship universal -a circle free for better humanity.;['Drama'];112.0;Gondi
tt10123698;6.4;64.0;Ruben Alves;['Élodie Namer', 'Ruben Alves', 'Cécilia Rouaud'];Un joven que busca su identidad sexual decide participar en el certamen de belleza Miss Francia.;['Comedia', 'Drama'];107.0;Miss
tt10125586;;;Jeremy Lutter;['Ryan Bright'];Einar, an addict recently abandoned by his wife and five year-old daughter. As he fights to go clean in their ocean side home, Einar is haunted by an uninvited stranger.;['Drama', 'Terror'];15.0;We Came from the Sea
tt10125722;;;Jacob Stuart;['Jacob Stuart'];A 30-year-old inebriated American, who smuggles firearms into Ciudad Juárez as his occupation, stumbles upon a young Mexican boy separated from his mother during an attempt to cross the border. In search of a path to reunite the pair, the American hesitantly agrees to conceal the child in his vehicle and transport him to El Paso. However, complications arise when he d... Leer todo;['Crimen', 'Drama'];;From Gringo to Grave
tt10127760;7.4;74.0;Milan Trenc;['Petar Hektorovic', 'Milan Trenc'];A nobleman poet embarks on a boat trip with two local fishermen. As they hop the bucolic islands, he recalls his youthful tragic love and his artistic impotence while the uneasy relationship with common fishermen evolves..;['Biografía', 'Drama', 'Romance'];97.0;Ribanje i ribarsko prigovaranje
tt10127684;6.1;61.0;Olivier Marchal;['Olivier Marchal'];Atrapado en el punto de mira de la corrupción policial y las bandas en guerra de Marsella, un policía leal debe proteger a su escuadrón tomando el asunto en sus propias manos.;['Acción', 'Crimen', 'Drama'];116.0;Bronx
tt10130964;8.8;88.0;Noel Vinson;['Noel Vinson', 'T.C. De Witt'];A man with a bounty on his head joins a game of high stakes poker against three strangers who bet with more than just money and have plenty of time to kill.;['Drama', 'Misterio'];29.0;Dusters
tt10132068;5.9;59.0;Daria Woszek;['Sylwester Piechura', 'Aleksandra Swierk', 'Daria Woszek'];María es solo una trabajadora solitaria de una pequeña tienda de comestibles que vive una vida libre de pecado.;['Drama'];80.0;Marygoround
tt10131182;;;Kyle Bastin;['Kyle Bastin', 'Marcos A. Garcia Padilla'];"""One Last Time"" tells the story of Henry Bennett, a debt collector with one last job to do before he is free from his greedy employer, Mr. Otto. When Henry encounters a struggling family on their last leg, he must decide to take their money and be free, or let them go and face the consequences himself.";['Drama', 'Del oeste'];15.0;One Last Time
tt10132976;6.1;61.0;Philippe Garrel;['Jean-Claude Carrière', 'Arlette Langmann', 'Philippe Garrel'];"Un joven provinciano viaja a París para presentarse a un examen de acceso a una ""grande école"". Su camino se cruza con el de una mujer joven y entablan una relación de corta duración.";['Drama', 'Romance'];100.0;Le sel des larmes
tt10132488;6.3;63.0;Hitoshi Yazaki;['Kanako Nishi'];Three siblings share a home with their parents living a happy life. The oldest one is good-looking guy, which is something of a contrast from his younger brother who is at school. The youngest one is the girl and has two brothers to protect her. Unfortunately an accident knocks out the oldest sibling. It is not a happy time.;['Drama', 'Familiar'];119.0;Sakura
tt10135484;;;Anastasi Soldatenkova;['Anastasi Soldatenkova'];Two students rent an apartment in the city. Their meeting was happenstance. Freedom unfolds in a rather different way through the perspective of a roommate.;['Comedia', 'Drama'];12.0;On the mind
tt10135646;;;Jonathan Rogers;['Jonathan Rogers'];;['Drama'];;Beach Town
tt10136434;5.8;58.0;Robert Glinski;['Wojciech Lepianka'];"The 70s. A Security Service Major wishes to ""buy"" gullible priest Zieja and turn him into an agent who will discredit the opposition. The priest's interrogations become a natural pretext for a journey through the history of Poland in the twentieth century: from the Bolshevik war of 1920, through World War II, up to modern times. It turns out that the seemingly naive F... Leer todo";['Drama'];110.0;Zieja
tt10138068;;;Sebastian Jobst;['Jannis Hain', 'Daphne Heil', 'Sebastian Jobst'];;['Drama', 'Romance'];87.0;Schmetterlinge
tt10141998;;;Jonathan Borgel;['Jonathan Borgel', 'Marguerite Duras'];A short story about the incestuous relationship of brother and his sister Agatha returns to the seaside resort of her childhood in Normandy with her six-year-old son Honoré after years of absence.;['Drama'];17.0;Une journée à la mer
tt10147962;;;Jithin Lal;['Christy Sebastian'];Maravairi accentuates queer pride and celebrates Diversity and Inclusiveness. We embrace the bold legacy of LGBTQ while attempting a conceptual divergence from usual portrayal of Indian Classical Music.;['Drama', 'Música'];;Maravairi
tt10146208;6.4;64.0;Eduard Bordukov;['Eduard Bordukov', 'Aleksandr Egorov', 'Igor Gordashnik'];The film's two main protagonists are Russia's best saber fencers. One of them has long been in the limelight, the other only recently made it into the national team and has been winning almost every tournament since. The two athletes begin to fight for supremacy both on and off the arena.;['Drama', 'Deporte'];115.0;En el filo
tt10148118;4.7;47.0;Ben Mole;['Ben Mole'];Un grupo de soldados británicos en la Segunda Guerra Mundial son capturados. Un boxeador británico de renombre entre ellos se ve obligado en el ring a luchar contra un boxeador alemán igualmente talentoso mientras luchan por escapar.;['Acción', 'Drama', 'Deporte'];87.0;Behind the Line: Escape to Dunkirk
tt10147590;6.6;66.0;Reinhold Messner;['Reinhold Messner'];;['Documental', 'Drama'];90.0;Cerro Torre
tt10150226;;;Aaron Yeger;['Brynn Byrne', 'Aaron Yeger'];In a near-future where everyone must pass a test to get their Adult License, an unlicensed 28-year-old, forced to live in a dorm, regains his self-worth when he comes to the aid of his younger brother who gets into trouble after getting his license at 16.;['Drama'];20.0;Unlicensed
tt10147910;5.6;56.0;Lee Thongkham;['Lee Thongkham', 'Piyaluk Tuntisrisakul'];Joy trabaja como sirvienta doméstica y es perseguida por el espíritu de la sirvienta anterior que la guía para descubrir el secreto detrás de su muerte.;['Drama', 'Terror', 'Misterio'];102.0;The Maid
tt10150508;8.0;80.0;Anabelle D. Munro;['Leanne Melissa Bishop', 'Anabelle D. Munro'];A dangerous game of fire begins when an Elite level gymnast and her Coach become entangled in a web of psychological damage.;['Drama'];16.0;The Weight of Perfection
tt10150920;;;Damon Griffin;['Damon Griffin'];A kid's identity crisis and lifelong sinus problems are transformed by his relationship with a disabled boy.;['Drama'];66.0;Green Summer
tt10149610;;;Todd I Gordon;['Todd I Gordon'];Henry, a septuagenarian cross-dresser, finds his life abruptly changed when Dolores, his closest friend and long-time co-worker, dies suddenly. Henry is not only excluded from the funeral, but forced to come to terms with losing the only person who truly accepts his cross-dressing.;['Drama'];16.0;Old Hen
tt10150238;7.8;78.0;Helen Alexis Yonov;['Helen Alexis Yonov'];A lonely postman (Gilbert) secretly recreates postcards for a woman (Aurore) on his postal route when her boyfriend's homemade postcards stop arriving from his travels around the world. With the help of his friend Mr. Rostalle, (Paul Dooley) a blind widower and retired literary professor/poet, Gilbert (James Michael Tyler) learns to open himself up to the prospect of ... Leer todo;['Drama'];23.0;The Gesture and The Word
tt10149938;6.9;69.0;Rodrigo Reyes;['Misha Maclaird', 'Lorena Padilla', 'Rodrigo Reyes'];Upon the 500-year anniversary of the Spanish Conquest, a ghostly Conquistador arrives in modern Mexico. As he journeys toward the capital city, he remembers events from his past while encountering the testimonies of real people, the survivors of contemporary violence. History and the present begin to merge, giving nightmarish reflection on the enduring legacy of colon... Leer todo;['Documental', 'Drama', 'Historia'];87.0;499
tt10150554;;;Mark Datuin;['Mark Datuin'];Maria and Milo have always had a peculiar mother-son relationship that had never been questioned. That is until one day its limit is exercised.;['Drama'];14.0;Limited
tt10150638;;;Paola Manno;['Paola Manno', 'Sergio Recchia'];;['Drama'];15.0;L'abbraccio
tt10151048;4.5;45.0;Harper Philbin;['John Dufresne', 'Harper Philbin'];When a state government shutdown closes parks on 4th of July weekend, the Park Rangers of Driftless State Park, led by Nova Abbey, must protect the park from the people, and the people from one another.;['Aventura', 'Crimen', 'Drama'];75.0;Driftless
tt10150776;;;Frances Wilkerson;['Frances Wilkerson'];Red, a once famous clown, lost his 6-year old son 2 years ago. He continues to blame himself for the loss. He is currently a small-time party clown, but the majority of the time he is too bitter and intoxicated to be effective.;['Comedia', 'Drama'];18.0;Red
tt10152582;;;Flying King Manju;['Mayur Patel', 'Akshatha Shreedhar Shastry'];Rajeeva is a Kannada movie starring Mayur Patel and Akshatha Sreedhar Shastry in prominent roles. It is a drama directed by Flying King Manju.;['Drama'];;Rajeeva
tt10150702;6.5;65.0;Justin Robinson;['Justin Robinson'];A grief-stricken widow calls on all the powers that be, just to see her late husband one last time.;['Drama'];11.0;Snowbirds
tt10151656;5.4;54.0;Christopher Munch;['Christopher Munch'];A respected journalist uncovers the truth behind the mythology of President Eisenhower's long-alleged involvement in extraterrestrial events.;['Drama', 'Historia', 'Ciencia ficción'];108.0;The 11th Green
tt10153510;7.6;76.0;Antonio Cuadri;['Andrés Garrigó', 'Pedro Delgado'];Una invencible pero desconocida fuerza aspira a salvar el mundo. Para lograrlo, ¿será suficiente anunciarlo?;['Drama'];85.0;Corazón ardiente
tt10152722;6.4;64.0;Bettina Oberli;['Cooky Ziesche', 'Bettina Oberli', 'Thomas Ritter'];Wanda, a Polish woman, takes care of 70-year-old Joseph in his family villa on the lake. She is always there for him and also helps his wife Elsa. The work is poorly paid, but Wanda needs the money for her family.;['Comedia', 'Drama'];111.0;Wanda, mein Wunder
tt10152738;;;Inga Lísa Middleton;['Inga Lísa Middleton'];Karen, a 9 year old Icelander has always wanted to meet her London based actor father. Having fantasied about him for years, she realizes when they meet that he's perhaps not the father that she had wished for. This uncomfortable experience gives Karen both the strength and confidence to tackle the local bullies.;['Drama'];;Óskin
tt10156122;6.0;60.0;Mikhail Mareskin;['Mikhail Mareskin'];;['Drama'];;Vnutrenniy ogon
tt10155896;;;Yuechen Hao;['Yuechen Hao'];In LA Chinatown, a young woman dreams of being a chef in her father's restaurant, but when she finds out that her father plans to pass down the restaurant to her brother, she has to re-evaluate her dream.;['Drama'];45.0;One Meal
tt10156352;;;Orit Novak;['Chengwu Guo'];From poverty to principal. A story about one of Australia's most talented ballet dancers.;['Documental', 'Drama'];22.0;Chen
tt10158358;6.2;62.0;Aycil Yeltan;['Aycil Yeltan'];A homeless, hearing impaired Gala and her journey finding a life purpose through art.;['Drama'];15.0;Topanga
tt10161080;;;Leonardo Dell'Olio;"[""Leonardo Dell'Olio"", 'Gianluca Perrino']";A woman's hair clip in Mario's room becomes an obsession to the young man who can only be quieten down by the sea.;['Drama'];13.0;Deep into the sea
tt10161886;5.9;59.0;Ryan Murphy;['Bob Martin', 'Chad Beguelin', 'Matthew Sklar'];Un grupo de estrellas del teatro se reúne en una localidad conservadora de Indiana para apoyar a una estudiante que quiere llevar a su novia al baile de graduación.;['Comedia', 'Drama', 'Musical'];130.0;The Prom
tt10163896;;;Christopher Beaulieu;['Christopher Beaulieu'];Chris is an English teacher in South Korea who is lazy at work and lazy in life - an expat looking for a good time, trying to run away from the shame and responsibilities of his life back home.;['Drama'];67.0;Konglish
tt10163298;;;Arthur Vincie;['Arthur Vincie'];A short film about love, grief and board games.;['Drama'];7.0;Cosmic Playtester
tt10166648;;;Samantha Nolte;['Bobby McGruther'];After being gone for eleven years, a burnt out hardcore vocalist returns to his small, New Jersey hometown, in the wake of his father's death during the holidays.;['Comedia', 'Drama', 'Romance'];;Fair Haven
tt10167116;8.4;84.0;Laura Duval;['Laura Duval'];In a futuristic dystopian world young women are remote viewers for the government. A remote viewer, on a journey to deliver a family heirloom, must decide whether she will die as a hero or escape to live the life of a regular teenager.;['Drama', 'Ciencia ficción'];;The Marked
tt10167422;6.9;69.0;Nobuhiro Suwa;['Kyôko Inukai', 'Nobuhiro Suwa'];Haru, quien se ha trasladado a Hiroshima, en el sur de Japón, se encuentra con una cabina telefónica deshonesta en medio de la nada cuando regresa a la prefectura de Iwate en el norte de Japón.;['Drama'];139.0;El teléfono del viento
tt10165742;;;Kasey Quinn;['Kasey Quinn'];Shelly's special night goes awry when an unexpected visitor arrives.;['Comedia', 'Drama'];;Fantasy
tt10167850;;;Bernard L. Eatmon;['Saphire Blue'];;['Drama'];85.0;The Heights a Perfect Reunion
tt10171416;;;Justin Bromley;['Justin Bromley'];After her new cellmate targets her, a shy, quiet girl in prison struggles to defend herself.;['Drama'];10.0;Isolation
tt10174310;;;Milda Baginskaite;['Milda Baginskaite'];When no one shows up at her birthday party, eighteen-year-old Agnès makes all the wrong choices.;['Comedia', 'Crimen'];11.0;Pink Pool
tt10176944;;;Malec Démiaro;['Elisabeth Draguet', 'Malec Démiaro'];;['Drama'];93.0;Fille du vent
tt10171548;8.6;86.0;Andrew Krakower;['Andrew Krakower'];Best-friend child monks living in a Buddhist monastery begin receiving small donations for performing prayers, only to find their friendship tested over how to spend it.;['Drama'];15.0;Yarne
tt10180882;6.3;63.0;Andree Ljutica;['Andree Ljutica'];When Paul shows up unannounced, he catches Benny off guard, throwing their first encounter into an agonizing seventeen minutes of posturing, captured in a single take and leading to Paul revealing his true motivation.;['Drama', 'Suspense'];18.0;How to Say I Love You at Night
tt10182142;;;Paige Irene Bruns;['Paige Irene Bruns'];Written and directed by Paige Irene Bruns, Anchor tells the story of Haleigh (Sierra Green), a bright and independent college student focused more on her academics than making social connections. Her best friend Cam (Sergio Myers) is a soon to be National swimmer and highly regarded relay anchor with an eye on the Olympics. A confrontation at a post swim meet celebrat... Leer todo;['Drama'];8.0;Anchor
tt10178386;6.8;68.0;Marina Libik;['Marina Libik'];The peace of a middle-class family is shattered by the suicide of the elder daughter just a month after she is admitted to college. Coral, her younger sister, replaces her in the college to find out the circumstances her sister's death.;['Crimen', 'Drama', 'Misterio'];123.0;No Man's Truth
tt10175932;;;David D. Perez;['David D. Perez'];A grieving man living life in the midst of the corona-virus quarantine finds himself fascinated by a women he meets online who looks similar to his deceased wife.;['Drama'];;King Daniel
tt10179362;8.8;88.0;Leon Mitchell;['Henrik Ibsen', 'Birgit Syran Myaard'];"Ellida goes through a hard time in her marriage having lost a child. She moves back to the lighthouse in Kragerø, Norway, where Munch painted his masterpiece;The Sun, to take care of her dying father and help with the lighthouse.";['Drama'];;Ellida
tt10181344;7.2;72.0;Alies Sluiter;['Alies Sluiter'];An escaped asylum seeker encounters a man on a rural beach, and must decide whether to trust him, or attempt the 400 km journey to the nearest city on foot and alone.;['Aventura', 'Drama'];16.0;Ayaan
tt10177430;;;Nidheya Suresh;['Ahlan Williams'];;['Drama'];;For Better or for Worse
tt10182416;;;Brandon Colby Cook;['Ray James', 'Violetta Pioro'];Stuck in the friend zone, a young woman secretly attempts to win her BFF's heart by helping him hatch a scheme that will end his cheating fiancée's steamy affair.;['Comedia', 'Drama'];14.0;The Love Prank
tt10183870;5.4;54.0;Aleksandr Basov;['Aleksandr Basov'];"Based on ""In a Grove"" by Akutagawa Rynoske. One shiny summer day the investigation group comes at former quarry check of indications of accused, witnesses and victims of the murder and the rape took place there half a year ago.";['Drama'];110.0;Yaponskiy Bog
tt10183816;5.4;54.0;Michael M. Scott;['David Golden'];Cuando un anciano rico muere e inesperadamente deja su patrimonio a su nueva cuidadora, ella se ve envuelta en una red de engaños y asesinatos.;['Crimen', 'Misterio', 'Suspense'];96.0;Dangerous Lies
tt10186572;9.1;91.0;Jon Addison;['Jon Addison'];A woman who dedicates her life to rehabilitating former slaves must take her work to the front line in order to free an enslaved girl.;['Drama', 'Suspense'];27.0;Property
tt10187378;7.2;72.0;Iván Noel;['Iván Noel'];Sólo unos pocos sacerdotes y pasantes permanecen en un internado religioso para niños en el norte de Argentina en 1961. Llega el padre Martín, cuyas intenciones no son tan claras como él dice.;['Drama'];114.0;Cordero de Dios
tt10188182;8.0;80.0;Dan Dobi;['Dan Dobi'];When a couple having an affair with one another decides to pursue their relationship to the next level, breaking up with their partners poses to be harder than expected.;['Drama'];24.0;You Are My Person
tt10188656;8.6;86.0;Roy Arwas;['Roy Arwas'];After serving 10 years in the Marines, Tom returns home to find out that his estranged abusive father, Richard, who has Alzheimer's, does not remember him.;['Drama'];20.0;Clarity
tt10189366;6.6;66.0;Ronnie Henry;['Ronnie Henry'];It is the anniversary of the death of Bruce Wayne's parents and he has serious doubts about his calling.;['Drama'];;The Confessions of The Bat
tt10189514;8.7;87.0;Sudha Kongara;['Sudha Kongara', 'Shalini Ushadevi', 'Vijay Kumar'];Maara se dispone a hacer volar al hombre común, y en proceso se enfrenta a la industria con más inversión de capital y a varios enemigos que se interponen en su camino.;['Drama'];153.0;Soorarai Pottru
tt10192242;;;Paula Lázaro Montoliu;['Paula Lázaro Montoliu', 'Iván Serra'];;['Drama'];;Rojo
tt10194706;;;Don Close;['Don Close'];A old man's special day of love and loss.;['Drama'];17.0;In My Eyes
tt10195248;;;Shaun Gonzalvo;['Shaun Gonzalvo'];Who are you? It's a simple question, right? We are told from a young age how to act, how to move, not to cry and how to live. Alexander was told that he should be something that he is not. It's killing him, destroying all that he loves and he's feeling helpless to find a solution. Will he survive the internal torment or will he give up?;['Drama'];;Alexander
